Equipment_ID,Date,Planned_Production_Time_min,Run_Time_min,Ideal_Cycle_Time_min,Total_Count,Good_Count
EQ-1002,2025-06-24,480,459,0.88,390,384
EQ-1002,2025-06-25,480,472,1.37,386,377
EQ-1002,2025-06-26,480,439,1.25,371,363
EQ-1002,2025-06-27,480,454,1.43,298,289
EQ-1002,2025-06-28,480,462,1.35,299,292
EQ-1002,2025-06-29,480,462,1.4,338,337
EQ-1003,2025-01-01,480,432,1.24,318,304
EQ-1003,2025-01-02,480,464,1.32,368,364
EQ-1003,2025-01-03,480,446,0.92,286,272
EQ-1003,2025-01-04,480,472,1.22,260,251
EQ-1003,2025-01-05,480,474,1.07,251,249
EQ-1003,2025-01-06,480,427,1.29,316,307
EQ-1003,2025-01-07,480,435,1.11,273,262
EQ-1003,2025-01-08,480,449,0.87,351,342
EQ-1003,2025-01-09,480,444,0.99,285,278
EQ-1003,2025-01-10,480,473,1.43,380,372
EQ-1003,2025-01-11,480,442,1.06,319,311
EQ-1003,2025-01-12,480,479,0.85,298,287
EQ-1003,2025-01-13,480,473,1.27,276,272
EQ-1003,2025-01-14,480,427,1.42,299,297
EQ-1003,2025-01-15,480,459,0.96,307,305
EQ-1003,2025-01-16,480,464,1.27,251,246
EQ-1003,2025-01-17,480,473,1.5,279,276
EQ-1003,2025-01-18,480,468,1.21,285,281
EQ-1003,2025-01-19,480,426,1.24,296,288
EQ-1003,2025-01-20,480,465,1.18,370,364
EQ-1003,2025-01-21,480,473,0.8,393,382
EQ-1003,2025-01-22,480,436,1.36,393,380
EQ-1003,2025-01-23,480,427,0.88,364,357
EQ-1003,2025-01-24,480,437,1.49,353,346
EQ-1003,2025-01-25,480,461,0.97,279,275
EQ-1003,2025-01-26,480,428,1.24,281,281
EQ-1003,2025-01-27,480,447,1.38,287,284
EQ-1003,2025-01-28,480,458,0.84,285,285
EQ-1003,2025-01-29,480,460,0.98,315,307
EQ-1003,2025-01-30,480,429,1.04,324,322
EQ-1003,2025-01-31,480,446,1.0,304,299
EQ-1003,2025-02-01,480,421,1.35,392,387
EQ-1003,2025-02-02,480,432,1.4,261,247
EQ-1003,2025-02-03,480,446,0.88,331,319
EQ-1003,2025-02-04,480,465,1.27,383,381
EQ-1003,2025-02-05,480,466,0.95,263,255
EQ-1003,2025-02-06,480,479,1.08,315,305
EQ-1003,2025-02-07,480,471,0.96,269,268
EQ-1003,2025-02-08,480,427,1.38,274,262
EQ-1003,2025-02-09,480,480,1.02,344,331
EQ-1003,2025-02-10,480,429,1.22,303,290
EQ-1003,2025-02-11,480,468,1.15,383,375
EQ-1003,2025-02-12,480,447,1.06,385,381
EQ-1003,2025-02-13,480,436,1.15,328,325
EQ-1003,2025-02-14,480,468,1.18,281,270
EQ-1003,2025-02-15,480,452,1.46,269,268
EQ-1003,2025-02-16,480,438,0.87,383,371
EQ-1003,2025-02-17,480,462,1.23,309,303
EQ-1003,2025-02-18,480,447,1.07,254,252
EQ-1003,2025-02-19,480,470,1.12,379,366
EQ-1003,2025-02-20,480,472,1.33,305,291
EQ-1003,2025-02-21,480,460,1.1,386,384
EQ-1003,2025-02-22,480,465,0.88,364,358
EQ-1003,2025-02-23,480,477,1.28,346,343
EQ-1003,2025-02-24,480,442,1.5,266,262
EQ-1003,2025-02-25,480,421,0.95,301,298
EQ-1003,2025-02-26,480,429,1.39,312,308
EQ-1003,2025-02-27,480,453,1.08,256,246
EQ-1003,2025-02-28,480,426,1.14,335,331
EQ-1003,2025-03-01,480,443,1.09,398,393
EQ-1003,2025-03-02,480,423,0.98,387,381
EQ-1003,2025-03-03,480,468,0.93,382,382
EQ-1003,2025-03-04,480,436,0.81,331,327
EQ-1003,2025-03-05,480,460,0.83,388,374
EQ-1003,2025-03-06,480,477,1.39,366,357
EQ-1003,2025-03-07,480,463,1.41,361,350
EQ-1003,2025-03-08,480,439,1.13,291,287
EQ-1003,2025-03-09,480,425,1.42,354,354
EQ-1003,2025-03-10,480,421,1.02,378,377
EQ-1003,2025-03-11,480,431,0.85,346,337
EQ-1003,2025-03-12,480,470,0.83,270,259
EQ-1003,2025-03-13,480,459,1.15,257,247
EQ-1003,2025-03-14,480,421,1.25,328,328
EQ-1003,2025-03-15,480,480,1.12,318,307
EQ-1003,2025-03-16,480,473,1.11,257,245
EQ-1003,2025-03-17,480,436,0.86,292,292
EQ-1003,2025-03-18,480,461,1.36,266,262
EQ-1003,2025-03-19,480,435,1.32,307,293
EQ-1003,2025-03-20,480,474,1.49,392,390
EQ-1003,2025-03-21,480,423,1.35,300,290
EQ-1003,2025-03-22,480,449,0.87,343,338
EQ-1003,2025-03-23,480,434,0.85,387,382
EQ-1003,2025-03-24,480,473,0.86,330,316
EQ-1003,2025-03-25,480,466,1.34,322,321
EQ-1003,2025-03-26,480,477,0.94,298,295
EQ-1003,2025-03-27,480,431,1.34,371,365
EQ-1003,2025-03-28,480,441,1.03,389,379
EQ-1003,2025-03-29,480,449,0.88,262,258
EQ-1003,2025-03-30,480,447,1.32,281,270
EQ-1003,2025-03-31,480,441,0.89,264,264
EQ-1003,2025-04-01,480,421,1.22,308,295
EQ-1003,2025-04-02,480,429,1.07,363,358
EQ-1003,2025-04-03,480,435,0.97,281,279
EQ-1003,2025-04-04,480,423,0.81,398,396
EQ-1003,2025-04-05,480,432,1.37,368,362
EQ-1003,2025-04-06,480,468,0.98,267,263
EQ-1003,2025-04-07,480,435,0.95,375,368
EQ-1003,2025-04-08,480,437,1.31,384,378
EQ-1003,2025-04-09,480,438,0.84,335,330
EQ-1003,2025-04-10,480,468,0.99,341,329
EQ-1003,2025-04-11,480,466,0.92,278,274
EQ-1003,2025-04-12,480,466,0.86,299,285
EQ-1003,2025-04-13,480,468,1.15,337,326
EQ-1003,2025-04-14,480,478,1.09,346,339
EQ-1003,2025-04-15,480,452,1.01,268,262
EQ-1003,2025-04-16,480,456,0.87,357,343
EQ-1003,2025-04-17,480,439,1.33,360,353
EQ-1003,2025-04-18,480,437,1.19,321,321
EQ-1003,2025-04-19,480,446,1.31,381,374
EQ-1003,2025-04-20,480,438,1.08,355,354
EQ-1003,2025-04-21,480,442,1.02,398,385
EQ-1003,2025-04-22,480,433,1.23,315,307
EQ-1003,2025-04-23,480,455,1.35,335,326
EQ-1003,2025-04-24,480,467,1.39,261,261
EQ-1003,2025-04-25,480,470,0.94,370,367
EQ-1003,2025-04-26,480,462,1.33,319,312
EQ-1003,2025-04-27,480,477,1.5,381,367
EQ-1003,2025-04-28,480,446,1.31,273,268
EQ-1003,2025-04-29,480,442,0.9,303,296
EQ-1003,2025-04-30,480,477,0.8,287,274
EQ-1003,2025-05-01,480,426,0.93,269,269
EQ-1003,2025-05-02,480,457,1.41,263,261
EQ-1003,2025-05-03,480,477,0.87,304,301
EQ-1003,2025-05-04,480,451,0.84,273,272
EQ-1003,2025-05-05,480,432,1.36,309,307
EQ-1003,2025-05-06,480,436,1.25,399,392
EQ-1003,2025-05-07,480,428,1.32,307,302
EQ-1003,2025-05-08,480,445,1.35,268,256
EQ-1003,2025-05-09,480,448,0.89,362,356
EQ-1003,2025-05-10,480,422,0.86,365,365
EQ-1003,2025-05-11,480,424,1.36,296,286
EQ-1003,2025-05-12,480,464,1.45,294,294
EQ-1003,2025-05-13,480,454,1.25,397,383
EQ-1003,2025-05-14,480,421,1.28,296,283
EQ-1003,2025-05-15,480,465,1.07,386,377
EQ-1003,2025-05-16,480,431,0.94,310,301
EQ-1003,2025-05-17,480,451,0.92,356,356
EQ-1003,2025-05-18,480,436,1.38,330,320
EQ-1003,2025-05-19,480,446,1.35,396,387
EQ-1003,2025-05-20,480,444,1.1,318,306
EQ-1003,2025-05-21,480,476,1.14,398,389
EQ-1003,2025-05-22,480,442,1.29,339,336
EQ-1003,2025-05-23,480,424,1.43,378,371
EQ-1003,2025-05-24,480,435,0.8,290,285
EQ-1003,2025-05-25,480,461,1.23,306,292
EQ-1003,2025-05-26,480,451,1.26,285,281
EQ-1003,2025-05-27,480,459,1.0,355,342
EQ-1003,2025-05-28,480,471,0.98,263,256
EQ-1003,2025-05-29,480,468,0.99,355,347
EQ-1003,2025-05-30,480,445,0.99,322,310
EQ-1003,2025-05-31,480,423,0.82,333,332
EQ-1003,2025-06-01,480,431,1.19,270,267
EQ-1003,2025-06-02,480,466,1.09,256,251
EQ-1003,2025-06-03,480,466,0.82,397,390
EQ-1003,2025-06-04,480,455,1.42,398,389
EQ-1003,2025-06-05,480,424,1.09,377,364
EQ-1003,2025-06-06,480,476,1.15,270,269
EQ-1003,2025-06-07,480,430,1.26,298,296
EQ-1003,2025-06-08,480,424,1.48,377,366
EQ-1003,2025-06-09,480,439,0.93,366,363
EQ-1003,2025-06-10,480,448,0.86,335,329
EQ-1003,2025-06-11,480,447,1.17,310,298
EQ-1003,2025-06-12,480,442,1.08,292,284
EQ-1003,2025-06-13,480,475,1.3,266,265
EQ-1003,2025-06-14,480,471,0.96,347,347
EQ-1003,2025-06-15,480,433,0.92,251,246
EQ-1003,2025-06-16,480,465,0.95,323,322
EQ-1003,2025-06-17,480,459,1.09,374,368
EQ-1003,2025-06-18,480,422,1.0,287,276
EQ-1003,2025-06-19,480,449,1.12,312,312
EQ-1003,2025-06-20,480,477,0.98,269,260
EQ-1003,2025-06-21,480,441,1.33,392,385
EQ-1003,2025-06-22,480,467,1.41,365,354
EQ-1003,2025-06-23,480,455,0.97,307,296
EQ-1003,2025-06-24,480,425,1.19,315,307
EQ-1003,2025-06-25,480,439,1.12,293,293
EQ-1003,2025-06-26,480,429,1.15,255,249
EQ-1003,2025-06-27,480,438,1.12,372,371
EQ-1003,2025-06-28,480,425,1.34,300,290
EQ-1003,2025-06-29,480,421,0.93,257,250
EQ-1004,2025-01-01,480,426,1.35,334,327
EQ-1004,2025-01-02,480,441,1.25,392,379
EQ-1004,2025-01-03,480,475,1.16,309,306
EQ-1004,2025-01-04,480,436,1.36,256,254
EQ-1004,2025-01-05,480,441,1.43,363,353
EQ-1004,2025-01-06,480,473,1.15,378,372
EQ-1004,2025-01-07,480,444,1.43,373,363
EQ-1004,2025-01-08,480,462,1.11,359,354
EQ-1004,2025-01-09,480,435,1.42,261,251
EQ-1004,2025-01-10,480,436,1.02,378,364
EQ-1004,2025-01-11,480,468,1.49,270,257
EQ-1004,2025-01-12,480,450,1.03,351,342
EQ-1004,2025-01-13,480,476,1.26,377,367
EQ-1004,2025-01-14,480,456,1.19,346,343
EQ-1004,2025-01-15,480,476,1.38,375,362
EQ-1004,2025-01-16,480,443,1.48,258,255
EQ-1004,2025-01-17,480,424,1.18,309,298
EQ-1004,2025-01-18,480,472,1.13,357,346
EQ-1004,2025-01-19,480,453,1.05,380,369
EQ-1004,2025-01-20,480,425,1.17,270,259
EQ-1004,2025-01-21,480,430,0.86,283,275
EQ-1004,2025-01-22,480,424,1.12,307,297
EQ-1004,2025-01-23,480,464,1.1,377,372
EQ-1004,2025-01-24,480,466,1.39,388,375
EQ-1004,2025-01-25,480,465,0.98,282,279
EQ-1004,2025-01-26,480,475,0.87,296,290
EQ-1004,2025-01-27,480,473,1.4,373,373
EQ-1004,2025-01-28,480,478,0.85,377,363
EQ-1004,2025-01-29,480,466,1.29,296,291
EQ-1004,2025-01-30,480,428,0.95,306,302
EQ-1004,2025-01-31,480,469,1.26,391,388
EQ-1004,2025-02-01,480,421,0.96,386,384
EQ-1004,2025-02-02,480,475,1.27,364,364
EQ-1004,2025-02-03,480,425,1.27,340,339
EQ-1004,2025-02-04,480,428,1.07,391,388
EQ-1004,2025-02-05,480,451,1.18,284,282
EQ-1004,2025-02-06,480,456,1.36,333,333
EQ-1004,2025-02-07,480,443,1.1,263,254
EQ-1004,2025-02-08,480,430,1.0,332,319
EQ-1004,2025-02-09,480,453,1.38,268,260
EQ-1004,2025-02-10,480,472,0.81,320,307
EQ-1004,2025-02-11,480,421,1.01,368,360
EQ-1004,2025-02-12,480,443,1.24,391,384
EQ-1004,2025-02-13,480,448,0.88,279,271
EQ-1004,2025-02-14,480,470,1.13,338,325
EQ-1004,2025-02-15,480,440,0.85,327,314
EQ-1004,2025-02-16,480,473,0.83,317,306
EQ-1004,2025-02-17,480,459,1.41,374,361
EQ-1004,2025-02-18,480,426,1.42,376,362
EQ-1004,2025-02-19,480,433,1.17,311,311
EQ-1004,2025-02-20,480,435,0.82,284,274
EQ-1004,2025-02-21,480,433,1.4,398,394
EQ-1004,2025-02-22,480,446,1.38,386,383
EQ-1004,2025-02-23,480,436,1.38,314,307
EQ-1004,2025-02-24,480,469,1.29,325,320
EQ-1004,2025-02-25,480,462,1.13,264,256
EQ-1004,2025-02-26,480,441,1.42,342,337
EQ-1004,2025-02-27,480,424,1.46,287,284
EQ-1004,2025-02-28,480,474,1.29,381,375
EQ-1004,2025-03-01,480,469,0.89,253,248
EQ-1004,2025-03-02,480,479,1.14,335,324
EQ-1004,2025-03-03,480,440,0.99,340,334
EQ-1004,2025-03-04,480,475,1.15,336,331
EQ-1004,2025-03-05,480,469,1.42,394,382
EQ-1004,2025-03-06,480,462,1.22,276,269
EQ-1004,2025-03-07,480,432,0.99,342,330
EQ-1004,2025-03-08,480,433,1.24,391,389
EQ-1004,2025-03-09,480,468,1.0,305,305
EQ-1004,2025-03-10,480,432,1.18,298,285
EQ-1004,2025-03-11,480,421,0.95,292,289
EQ-1004,2025-03-12,480,428,1.0,288,284
EQ-1004,2025-03-13,480,438,1.2,311,302
EQ-1004,2025-03-14,480,444,0.83,258,251
EQ-1004,2025-03-15,480,460,1.0,266,259
EQ-1004,2025-03-16,480,468,1.04,290,284
EQ-1004,2025-03-17,480,468,1.27,396,386
EQ-1004,2025-03-18,480,441,1.45,294,294
EQ-1004,2025-03-19,480,473,1.1,325,318
EQ-1004,2025-03-20,480,433,1.27,358,347
EQ-1004,2025-03-21,480,453,1.01,339,333
EQ-1004,2025-03-22,480,454,1.37,257,249
EQ-1004,2025-03-23,480,463,0.8,333,332
EQ-1004,2025-03-24,480,463,0.88,376,373
EQ-1004,2025-03-25,480,448,0.86,333,333
EQ-1004,2025-03-26,480,442,1.08,392,384
EQ-1004,2025-03-27,480,471,1.09,278,270
EQ-1004,2025-03-28,480,471,1.05,324,312
EQ-1004,2025-03-29,480,472,1.15,300,295
EQ-1004,2025-03-30,480,461,1.23,277,275
EQ-1004,2025-03-31,480,452,1.25,366,365
EQ-1004,2025-04-01,480,441,0.85,393,380
EQ-1004,2025-04-02,480,438,1.37,261,259
EQ-1004,2025-04-03,480,455,1.14,294,280
EQ-1004,2025-04-04,480,450,1.44,311,311
EQ-1004,2025-04-05,480,460,1.13,287,276
EQ-1004,2025-04-06,480,446,1.28,395,392
EQ-1004,2025-04-07,480,443,0.85,322,318
EQ-1004,2025-04-08,480,449,1.35,357,356
EQ-1004,2025-04-09,480,458,1.38,328,320
EQ-1004,2025-04-10,480,422,1.02,297,288
EQ-1004,2025-04-11,480,448,1.22,349,338
EQ-1004,2025-04-12,480,453,1.17,283,276
EQ-1004,2025-04-13,480,480,1.1,305,305
EQ-1004,2025-04-14,480,471,1.46,268,256
EQ-1004,2025-04-15,480,432,1.25,375,365
EQ-1004,2025-04-16,480,473,0.87,313,309
EQ-1004,2025-04-17,480,469,1.06,365,358
EQ-1004,2025-04-18,480,432,1.19,280,277
EQ-1004,2025-04-19,480,425,0.9,318,305
EQ-1004,2025-04-20,480,436,1.48,316,306
EQ-1004,2025-04-21,480,439,1.07,356,346
EQ-1004,2025-04-22,480,466,1.08,255,245
EQ-1004,2025-04-23,480,444,1.14,371,359
EQ-1004,2025-04-24,480,458,1.47,350,348
EQ-1004,2025-04-25,480,472,1.11,267,256
EQ-1004,2025-04-26,480,434,1.49,326,316
EQ-1004,2025-04-27,480,449,0.91,394,382
EQ-1004,2025-04-28,480,444,1.04,317,313
EQ-1004,2025-04-29,480,436,1.13,390,389
EQ-1004,2025-04-30,480,430,1.33,372,366
EQ-1004,2025-05-01,480,430,1.05,347,335
EQ-1004,2025-05-02,480,437,0.92,334,321
EQ-1004,2025-05-03,480,477,0.96,388,382
EQ-1004,2025-05-04,480,457,1.04,341,327
EQ-1004,2025-05-05,480,447,1.5,390,376
EQ-1004,2025-05-06,480,421,1.14,266,264
EQ-1004,2025-05-07,480,442,1.01,268,264
EQ-1004,2025-05-08,480,464,1.08,277,273
EQ-1004,2025-05-09,480,454,1.3,367,365
EQ-1004,2025-05-10,480,436,1.44,260,255
EQ-1004,2025-05-11,480,470,1.12,398,393
EQ-1004,2025-05-12,480,425,1.18,254,254
EQ-1004,2025-05-13,480,469,0.99,295,286
EQ-1004,2025-05-14,480,455,1.48,364,362
EQ-1004,2025-05-15,480,426,1.49,301,296
EQ-1004,2025-05-16,480,448,1.06,351,341
EQ-1004,2025-05-17,480,470,1.19,392,382
EQ-1004,2025-05-18,480,430,1.44,331,320
EQ-1004,2025-05-19,480,436,1.22,253,247
EQ-1004,2025-05-20,480,429,1.13,322,315
EQ-1004,2025-05-21,480,448,0.8,330,330
EQ-1004,2025-05-22,480,443,1.43,396,382
EQ-1004,2025-05-23,480,434,0.98,318,306
EQ-1004,2025-05-24,480,465,1.24,280,274
EQ-1004,2025-05-25,480,459,1.33,271,259
EQ-1004,2025-05-26,480,439,1.31,303,294
EQ-1004,2025-05-27,480,479,1.24,270,259
EQ-1004,2025-05-28,480,451,1.03,284,277
EQ-1004,2025-05-29,480,462,1.47,296,294
EQ-1004,2025-05-30,480,441,0.94,275,275
EQ-1004,2025-05-31,480,480,1.01,384,382
EQ-1004,2025-06-01,480,466,1.04,286,286
EQ-1004,2025-06-02,480,421,0.9,385,381
EQ-1004,2025-06-03,480,445,1.26,376,376
EQ-1004,2025-06-04,480,472,1.29,353,347
EQ-1004,2025-06-05,480,451,1.31,377,374
EQ-1004,2025-06-06,480,473,0.82,324,322
EQ-1004,2025-06-07,480,462,0.88,283,271
EQ-1004,2025-06-08,480,441,1.17,265,264
EQ-1004,2025-06-09,480,421,0.88,373,368
EQ-1004,2025-06-10,480,434,0.9,262,255
EQ-1004,2025-06-11,480,478,0.95,283,277
EQ-1004,2025-06-12,480,426,1.36,369,356
EQ-1004,2025-06-13,480,480,1.43,302,296
EQ-1004,2025-06-14,480,462,1.18,262,258
EQ-1004,2025-06-15,480,459,1.05,306,298
EQ-1004,2025-06-16,480,471,0.93,272,259
EQ-1004,2025-06-17,480,461,1.21,303,300
EQ-1004,2025-06-18,480,453,1.28,263,262
EQ-1004,2025-06-19,480,466,0.96,302,295
EQ-1004,2025-06-20,480,422,1.19,253,241
EQ-1004,2025-06-21,480,450,1.34,261,255
EQ-1004,2025-06-22,480,447,1.0,331,324
EQ-1004,2025-06-23,480,432,1.31,354,343
EQ-1004,2025-06-24,480,463,1.02,342,333
EQ-1004,2025-06-25,480,458,0.99,287,287
EQ-1004,2025-06-26,480,475,1.21,257,249
EQ-1004,2025-06-27,480,453,0.97,370,358
EQ-1004,2025-06-28,480,462,0.87,314,304
EQ-1004,2025-06-29,480,466,1.2,349,348
EQ-1005,2025-01-01,480,475,1.46,332,332
EQ-1005,2025-01-02,480,458,1.06,394,385
EQ-1005,2025-01-03,480,456,1.15,309,299
EQ-1005,2025-01-04,480,458,1.29,387,373
EQ-1005,2025-01-05,480,448,0.98,262,258
EQ-1005,2025-01-06,480,477,0.99,260,260
EQ-1005,2025-01-07,480,460,1.29,343,335
EQ-1005,2025-01-08,480,439,1.13,389,385
EQ-1005,2025-01-09,480,453,0.87,297,291
EQ-1005,2025-01-10,480,433,1.41,348,334
EQ-1005,2025-01-11,480,474,0.95,354,343
EQ-1005,2025-01-12,480,450,1.34,390,387
EQ-1005,2025-01-13,480,443,1.3,386,378
EQ-1005,2025-01-14,480,458,1.13,349,337
EQ-1005,2025-01-15,480,473,1.23,386,379
EQ-1005,2025-01-16,480,453,1.26,267,265
EQ-1005,2025-01-17,480,441,1.48,398,387
EQ-1005,2025-01-18,480,460,1.13,314,311
EQ-1005,2025-01-19,480,432,1.0,262,254
EQ-1005,2025-01-20,480,437,0.88,387,383
EQ-1005,2025-01-21,480,468,0.87,323,310
EQ-1005,2025-01-22,480,459,1.07,273,272
EQ-1005,2025-01-23,480,446,1.3,391,382
EQ-1005,2025-01-24,480,464,1.15,360,355
EQ-1005,2025-01-25,480,452,1.43,365,358
EQ-1005,2025-01-26,480,455,1.12,371,360
EQ-1005,2025-01-27,480,453,1.27,333,327
EQ-1005,2025-01-28,480,423,0.99,353,342
EQ-1005,2025-01-29,480,449,1.4,383,377
EQ-1005,2025-01-30,480,423,1.03,282,276
EQ-1005,2025-01-31,480,469,0.96,306,293
EQ-1005,2025-02-01,480,445,0.8,292,288
EQ-1005,2025-02-02,480,472,1.18,360,358
EQ-1005,2025-02-03,480,458,1.18,257,257
EQ-1005,2025-02-04,480,422,1.35,294,289
EQ-1005,2025-02-05,480,453,1.01,347,346
EQ-1005,2025-02-06,480,437,1.13,373,367
EQ-1005,2025-02-07,480,472,0.84,339,332
EQ-1005,2025-02-08,480,431,0.97,305,302
EQ-1005,2025-02-09,480,459,1.25,281,270
EQ-1005,2025-02-10,480,437,1.06,308,299
EQ-1005,2025-02-11,480,471,1.23,275,267
EQ-1005,2025-02-12,480,468,1.02,332,322
EQ-1005,2025-02-13,480,434,1.37,353,350
EQ-1005,2025-02-14,480,434,0.91,314,314
EQ-1005,2025-02-15,480,450,1.44,306,292
EQ-1005,2025-02-16,480,431,1.3,275,275
EQ-1005,2025-02-17,480,470,0.81,301,293
EQ-1005,2025-02-18,480,423,0.83,264,252
EQ-1005,2025-02-19,480,459,1.28,383,378
EQ-1005,2025-02-20,480,435,1.33,327,318
EQ-1005,2025-02-21,480,475,1.1,252,239
EQ-1005,2025-02-22,480,464,1.11,357,357
EQ-1005,2025-02-23,480,470,1.49,326,325
EQ-1005,2025-02-24,480,465,1.07,319,311
EQ-1005,2025-02-25,480,422,1.25,297,290
EQ-1005,2025-02-26,480,444,1.49,325,315
EQ-1005,2025-02-27,480,426,1.11,268,262
EQ-1005,2025-02-28,480,437,0.95,383,380
EQ-1005,2025-03-01,480,447,1.35,308,296
EQ-1005,2025-03-02,480,465,1.29,292,288
EQ-1005,2025-03-03,480,439,1.48,257,245
EQ-1005,2025-03-04,480,434,1.13,345,342
EQ-1005,2025-03-05,480,422,0.96,288,288
EQ-1005,2025-03-06,480,459,1.47,335,323
EQ-1005,2025-03-07,480,444,1.22,323,320
EQ-1005,2025-03-08,480,426,1.06,353,352
EQ-1005,2025-03-09,480,444,1.31,340,335
EQ-1005,2025-03-10,480,437,0.97,342,340
EQ-1005,2025-03-11,480,472,1.26,259,256
EQ-1005,2025-03-12,480,480,0.91,283,281
EQ-1005,2025-03-13,480,432,0.83,342,336
EQ-1005,2025-03-14,480,451,1.24,397,393
EQ-1005,2025-03-15,480,454,1.44,362,356
EQ-1005,2025-03-16,480,436,0.99,266,265
EQ-1005,2025-03-17,480,477,0.98,340,339
EQ-1005,2025-03-18,480,455,1.39,250,241
EQ-1005,2025-03-19,480,471,1.44,365,359
EQ-1005,2025-03-20,480,476,1.39,290,282
EQ-1005,2025-03-21,480,447,0.83,394,389
EQ-1005,2025-03-22,480,470,1.28,317,313
EQ-1005,2025-03-23,480,469,1.19,398,396
EQ-1005,2025-03-24,480,421,1.33,396,384
EQ-1005,2025-03-25,480,441,1.1,320,311
EQ-1005,2025-03-26,480,439,1.08,381,375
EQ-1005,2025-03-27,480,452,1.42,365,353
EQ-1005,2025-03-28,480,433,0.98,361,359
EQ-1005,2025-03-29,480,466,1.4,317,308
EQ-1005,2025-03-30,480,434,1.42,378,376
EQ-1005,2025-03-31,480,445,1.37,289,275
EQ-1005,2025-04-01,480,439,1.29,273,266
EQ-1005,2025-04-02,480,432,1.38,283,275
EQ-1005,2025-04-03,480,436,1.18,365,359
EQ-1005,2025-04-04,480,424,0.83,311,303
EQ-1005,2025-04-05,480,444,1.21,303,298
EQ-1005,2025-04-06,480,443,1.31,384,378
EQ-1005,2025-04-07,480,459,0.81,252,250
EQ-1005,2025-04-08,480,430,1.31,325,320
EQ-1005,2025-04-09,480,423,1.26,390,384
EQ-1005,2025-04-10,480,433,1.01,350,342
EQ-1005,2025-04-11,480,434,1.37,375,365
EQ-1005,2025-04-12,480,459,1.36,288,281
EQ-1005,2025-04-13,480,432,1.08,398,391
EQ-1005,2025-04-14,480,471,1.07,280,271
EQ-1005,2025-04-15,480,470,0.81,258,258
EQ-1005,2025-04-16,480,433,1.24,266,263
EQ-1005,2025-04-17,480,444,1.01,372,368
EQ-1005,2025-04-18,480,456,0.87,314,300
EQ-1005,2025-04-19,480,457,0.92,330,322
EQ-1005,2025-04-20,480,422,0.91,264,258
EQ-1005,2025-04-21,480,424,1.36,371,365
EQ-1005,2025-04-22,480,475,0.99,322,310
EQ-1005,2025-04-23,480,478,1.03,301,297
EQ-1005,2025-04-24,480,433,0.88,298,287
EQ-1005,2025-04-25,480,478,1.19,314,314
EQ-1005,2025-04-26,480,463,1.14,349,346
EQ-1005,2025-04-27,480,446,0.81,292,289
EQ-1005,2025-04-28,480,467,0.81,307,307
EQ-1005,2025-04-29,480,422,1.39,381,374
EQ-1005,2025-04-30,480,448,1.15,383,375
EQ-1005,2025-05-01,480,480,1.48,332,328
EQ-1005,2025-05-02,480,441,1.02,329,324
EQ-1005,2025-05-03,480,446,0.93,313,300
EQ-1005,2025-05-04,480,438,1.47,329,319
EQ-1005,2025-05-05,480,477,1.41,397,383
EQ-1005,2025-05-06,480,459,1.24,251,244
EQ-1005,2025-05-07,480,467,1.27,321,315
EQ-1005,2025-05-08,480,462,1.24,363,357
EQ-1005,2025-05-09,480,448,1.24,321,310
EQ-1005,2025-05-10,480,470,1.18,375,371
EQ-1005,2025-05-11,480,475,0.93,389,389
EQ-1005,2025-05-12,480,467,1.03,306,295
EQ-1005,2025-05-13,480,448,1.22,369,359
EQ-1005,2025-05-14,480,462,1.0,361,353
EQ-1005,2025-05-15,480,451,1.27,372,371
EQ-1005,2025-05-16,480,461,1.06,282,270
EQ-1005,2025-05-17,480,467,1.27,328,322
EQ-1005,2025-05-18,480,452,1.35,377,372
EQ-1005,2025-05-19,480,463,0.87,278,271
EQ-1005,2025-05-20,480,473,1.46,354,346
EQ-1005,2025-05-21,480,475,0.85,266,265
EQ-1005,2025-05-22,480,476,1.18,311,303
EQ-1005,2025-05-23,480,478,0.93,320,310
EQ-1005,2025-05-24,480,465,0.94,338,336
EQ-1005,2025-05-25,480,443,1.24,273,264
EQ-1005,2025-05-26,480,452,1.48,288,278
EQ-1005,2025-05-27,480,440,1.45,269,259
EQ-1005,2025-05-28,480,461,0.86,357,355
EQ-1005,2025-05-29,480,428,0.86,315,302
EQ-1005,2025-05-30,480,466,0.81,316,311
EQ-1005,2025-05-31,480,449,1.19,322,322
EQ-1005,2025-06-01,480,421,1.23,349,339
EQ-1005,2025-06-02,480,455,0.8,314,312
EQ-1005,2025-06-03,480,422,1.11,302,288
EQ-1005,2025-06-04,480,422,1.32,297,293
EQ-1005,2025-06-05,480,451,1.34,349,348
EQ-1005,2025-06-06,480,432,1.28,277,277
EQ-1005,2025-06-07,480,472,1.07,256,256
EQ-1005,2025-06-08,480,445,1.12,378,369
EQ-1005,2025-06-09,480,449,1.31,295,286
EQ-1005,2025-06-10,480,431,1.27,394,385
EQ-1005,2025-06-11,480,456,1.32,334,320
EQ-1005,2025-06-12,480,452,1.1,264,261
EQ-1005,2025-06-13,480,453,1.16,396,389
EQ-1005,2025-06-14,480,439,1.23,370,362
EQ-1005,2025-06-15,480,428,1.29,288,288
EQ-1005,2025-06-16,480,448,1.41,296,282
EQ-1005,2025-06-17,480,433,0.95,318,308
EQ-1005,2025-06-18,480,478,1.44,310,309
EQ-1005,2025-06-19,480,451,0.95,324,323
